lights,Press_mm_hg,Windspeed,Visibility,Tdewpoint,T-in,RH-in,rv,RH-out,Appliances
0,755.1,18.0,28.0,1.3,18.6541666675,46.087916666249996,40.60657619,89.61500000000001,60
0,754.9666667,18.0,27.66666667,1.33,18.635416666250002,46.146874999999994,3.857583459,90.08333333499999,40
0,754.8333333,18.0,27.33333333,1.37,18.60374999875,46.17875000000001,18.18484049,90.4,40
0,754.7,18.0,27.0,1.4,18.57791666625,46.247708333750005,22.12962336,90.781666665,50
0,754.5666667,18.0,27.16666667,1.45,18.56541666625,46.3041666675,7.835706626,91.16499999999999,40
0,754.4333333,18.0,27.33333333,1.5,18.5358333325,46.33875,29.11026351,91.646666665,30
0,754.3,18.0,27.5,1.55,18.50875,46.419583335000006,48.50810894,92.06333333500001,30
0,754.1666667,18.0,27.66666667,1.6,18.4958333325,46.4795833325,49.47499167,92.31333333500001,30
0,754.0333333,18.0,27.83333333,1.65,18.47416666625,46.50500000000001,8.822601824,92.53,40
0,753.9,18.0,28.0,1.7,18.444999999999997,46.509166666249996,27.10652122,92.896666665,40
0,753.7333333,18.6000000012,30.0,1.68,18.440416666249998,46.525416666249996,19.2151946,92.73,50
0,753.5666667,19.1999999988,32.0,1.67,18.431249999999995,46.565833332500006,33.80820254,92.480833335,40
0,753.4,19.8,34.0,1.65,18.401666666249998,46.60791666624999,13.46468899,92.21666666499999,40
0,753.2333333,20.400000001200002,36.0,1.63,18.3925,46.5875,23.46254712,91.74666666499999,40
0,753.0666667,20.9999999988,38.0,1.62,18.369999999999997,46.594166667500005,8.590004116,91.265,50
0,752.9,21.6,40.0,1.6,18.358749999999997,46.5908333325,18.45947312,90.795,50
0,752.7666667,20.9999999988,38.0,1.63,18.358749999999997,46.575624999999995,36.27026363,90.9,50
0,752.6333333,20.400000001200002,36.0,1.67,18.35041666625,46.55916666625,24.30745522,90.8,40
0,752.5,19.8,34.0,1.7,18.32166666625,46.557500000000005,3.190123336,90.71666666499999,50
0,752.3666667,19.1999999988,32.0,1.73,18.305833333749998,46.55499999999999,39.2273115,90.516666665,40
0,752.2333333,18.6000000012,30.0,1.77,18.305833333749998,46.5485416675,20.91608179,90.198333335,40
0,752.1,18.0,28.0,1.8,18.285,46.544583335000006,49.05090424,90.16499999999999,20
0,751.9166667,18.6000000012,28.16666667,1.8,18.2703125,46.559687499999995,14.14419779,90.248333335,30
0,751.7333333,19.1999999988,28.33333333,1.8,18.273749999999996,46.543749999999996,42.39410748,90.19833333,30
0,751.55,19.8,28.5,1.8,18.248749999999998,46.536250001249996,4.111961543,90.381666665,40
0,751.3666667,20.400000001200002,28.66666667,1.8,18.215416666249997,46.49458333375,44.32293753,90.465,50
0,751.1833333,20.9999999988,28.83333333,1.8,18.21166666625,46.51291666624999,23.59653654,90.495,40
0,751.0,21.6,29.0,1.8,18.20979166625,46.52833333375,5.455048173,90.515,40
0,750.8666667,20.9999999988,28.66666667,1.82,18.1983333325,46.55625,16.66389923,90.45,50
0,750.7333333,20.400000001200002,28.33333333,1.83,18.18875,46.559999999999995,41.87082846,90.233333335,40
0,750.6,19.8,28.0,1.85,18.17416666625,46.55833333375,13.84249208,90.233333335,50
0,750.4666667,19.1999999988,27.66666667,1.87,18.171249999999997,46.576249999999995,29.35175707,90.38,50
0,750.3333333,18.6000000012,27.33333333,1.88,18.16802083375,46.629374999999996,41.83661349,90.483333335,40
0,750.2,18.0,27.0,1.9,18.15333333375,46.650416666249996,3.557701199,90.381666665,50
0,750.0833333,20.400000001200002,27.16666667,1.98,18.14083333375,46.63375,35.13893717,90.16499999999999,40
0,749.9666667,22.7999999988,27.33333333,2.07,18.145416666249996,46.65375,34.94122686,89.88,40
0,749.85,25.2,27.5,2.15,18.1225,46.66291666625,23.19811905,89.566666665,40
0,749.7333333,27.6000000012,27.66666667,2.23,18.114166666249996,46.70541666625,21.84655552,89.281666665,40
10,749.6166667,29.999999998800003,27.83333333,2.32,18.109999999999996,46.766666666249996,28.10883939,89.098333335,30
10,749.5,32.4,28.0,2.4,18.099375,46.84854166625,46.42416132,88.91499999999999,70
10,749.2,30.6,24.0,2.45,18.11041666625,46.71125000125,21.01079467,90.211666665,70
0,749.1,29.999999998800003,22.66666667,2.47,18.1325,46.54791666625,16.67604028,90.863333335,70
0,748.9,28.8,20.0,2.5,18.10791666625,46.04374999875001,8.859726787,91.86500000000001,100
10,749.0,25.8000000012,22.5,2.25,18.076249999999998,45.81395833250001,24.66593643,92.613333335,80
0,749.1,22.7999999988,25.0,2.0,18.07625,45.67583333375,21.48566834,93.47999999999999,70
10,749.2,19.8,27.5,1.75,18.05875,45.50125,28.21319215,94.31166666499999,170
0,749.5,10.8,35.0,1.0,18.02125,44.5584375,11.60805742,95.733333335,130
20,749.3666667,12.6,35.83333333,1.03,18.0116666675,44.315416666249995,12.04057981,95.613333335,70
10,749.2333333,14.4,36.66666667,1.07,18.02875,44.10625,39.8418042,95.53,70
20,748.9666667,18.0,38.33333333,1.13,18.0572916675,43.7508333325,5.675385322,95.183333335,170
10,748.7,16.8000000012,40.0,1.57,18.5991666675,44.57458333375,32.94388045,93.99666666499999,130
10,748.65,17.3999999988,40.0,1.63,18.636666666249997,44.41791666499999,9.253498225,94.05,90
0,748.3,21.6,40.0,2.4,18.96625,44.332083333750006,0.557475432,92.03,140
0,748.2166667,21.6,40.0,2.42,19.01625,44.28875000000001,47.01543561,91.74875,60
0,748.1333333,21.6,40.0,2.43,19.05208333375,44.31979166749999,49.68746131,91.698333335,50
0,748.05,21.6,40.0,2.45,19.04677083375,44.1954166675,17.87028726,91.531666665,60
0,747.9666667,21.6,40.0,2.47,19.05479166625,44.0671875,37.38175317,91.345,50
0,747.8833333,21.6,40.0,2.48,19.065416666249998,44.055,39.64545119,91.16666666500001,60
0,747.8,21.6,40.0,2.5,19.080833333749997,44.01958333375,35.29295032,90.983333335,140
0,747.6,21.6,40.0,2.75,19.042499999999997,43.733333332499996,15.40262244,90.331666665,60
0,747.5333333,21.6,40.0,2.83,19.0441666675,43.61333333375,34.75061231,89.811666665,50
0,747.4666667,21.6,40.0,2.92,19.037187499999998,43.4876041675,41.13966528,89.26166667,60
0,747.4,21.6,40.0,3.0,19.059583332499997,43.3775,21.73588204,88.381666665,80
0,747.4333333,21.6,40.0,2.83,19.07125,43.26666666625,25.73663264,87.49666667,50
0,747.4666667,21.6,40.0,2.67,19.04541666625,43.17958333375,33.15054838,86.68333333000001,40
0,747.5,21.6,40.0,2.5,19.040833333749998,43.10416666625,7.158329326,86.048333335,50
0,747.5333333,21.6,40.0,2.33,19.044999999999998,43.06416666625,17.22436969,84.798333335,50
0,747.5666667,21.6,40.0,2.17,19.0214583325,42.982604166250006,20.28817912,82.681666665,40
0,747.6,21.6,40.0,2.0,19.00791666625,42.8966666675,4.265550291,80.17,30
0,747.65,22.200000001200003,40.0,1.78,18.98875,42.7825,46.62859641,79.64833333499999,30
10,748.0333333,22.7999999988,40.0,0.633,19.36375000125,44.47083333375001,36.98208729,75.58,110
0,748.0666667,22.200000001200003,40.0,0.617,19.391250000000003,44.241666667500006,2.607450669,75.35,100
10,748.1,21.6,40.0,0.6,19.418125000000003,44.013541666250006,24.10847866,75.316666665,90
10,748.1666667,22.200000001200003,40.0,0.55,19.41416666625,43.817083332500005,46.02589203,74.79666667000001,110
0,748.2333333,22.7999999988,40.0,0.5,19.42166666625,43.672083333749995,2.076421445,75.23333333,100
10,748.3,23.400000000000002,40.0,0.45,19.42958333375,43.530000001249995,14.69958995,74.74666666499999,110
10,748.3666667,24.0000000012,40.0,0.4,19.408749999999998,43.36697916625,25.04252436,73.96166667,100
10,748.65,27.0,40.0,0.8,19.45979166625,44.29416666625,47.12526612,77.88,100
10,748.7,27.6000000012,40.0,0.967,19.51500000125,44.452916665000004,6.186178257,78.963333335,100
10,748.75,28.1999999988,40.0,1.13,19.53583333375,44.506250001249995,3.501633962,79.733333335,90
20,748.8,28.8,40.0,1.3,19.5633333325,44.58833333375,48.2158519,80.613333335,90
10,748.85,29.999999998800003,40.0,0.917,19.619791666250002,46.22916666625001,22.12550541,79.066666665,110
30,748.9,31.2000000012,40.0,0.533,19.9025,49.00375,18.51361901,76.99666667,140
20,748.95,32.4,40.0,0.15,19.86375,48.72,8.512179006,73.85,110
20,749.0,33.5999999988,40.0,-0.233,19.88291666625,47.790416666249996,2.70952147,71.71666666499999,100
20,749.05,34.8000000012,40.0,-0.617,19.95479166625,46.387499999999996,32.89140346,69.11500000000001,110
20,749.1,36.0,40.0,-1.0,20.00625,46.886250000000004,28.90809583,66.781666665,130
30,749.1666667,34.8000000012,40.0,-1.08,20.080312499999998,48.095729167500004,49.3550882,66.245,140
20,749.2333333,33.5999999988,40.0,-1.17,20.13875,46.31291666625,30.18962007,65.948333335,130
20,749.3,32.4,40.0,-1.25,20.17583333375,45.23291666875,3.247495939,65.67,120
10,749.3666667,31.2000000012,40.0,-1.33,20.172916666250003,44.50791666624999,8.105454093,66.046666665,100
0,749.4333333,29.999999998800003,40.0,-1.42,20.163333333750003,44.03,23.76989602,65.85,80
10,749.5,28.8,40.0,-1.5,20.160000000000004,43.6502083325,0.096641737,66.2,50
0,749.5166667,28.1999999988,37.16666667,-1.2,20.1554166675,43.543749998749995,22.07295715,67.99666667,50
0,749.5333333,27.6000000012,34.33333333,-0.9,20.129375,43.861666667499996,13.04648686,69.45,50
0,749.55,27.0,31.5,-0.6,20.124166666249998,44.09249999875,46.92068727,72.78333333500001,40
0,749.5666667,26.3999999988,28.66666667,-0.3,20.109583333750003,44.298125,35.79166419,77.66666667,50
0,749.5833333,25.8000000012,25.83333333,0.0,20.13041666625,44.4670833325,8.154273918,81.6,50
0,749.6,25.2,23.0,0.3,20.110625,44.55177083375,23.80940092,85.183333335,50
0,749.55,26.3999999988,27.83333333,0.25,20.115833333749997,44.61958333375,34.51283615,86.41333333,40
0,749.5,27.6000000012,32.66666667,0.2,20.096249999999998,44.66770833375,23.04475898,88.06666666999999,30
0,749.45,28.8,37.5,0.15,20.096249999999998,44.68958333375,47.75733692,89.096666665,30
0,749.4,29.999999998800003,42.33333333,0.1,20.0875,44.707916667499994,35.62700612,90.33333333,40
0,749.35,31.2000000012,47.16666667,0.05,20.0675,44.733333332499996,19.85739666,91.133333335,40
0,749.3,32.4,52.0,0.0,20.06270833375,44.784166667499996,5.886030605,91.733333335,50
0,749.2833333,33.0000000012,49.0,0.0,20.061249999999998,44.82333333375,12.00581365,92.82249999999999,60
0,749.2666667,33.5999999988,46.0,0.0,20.048750000000002,44.8403125,43.18152833,93.9,50
0,749.25,34.2,43.0,0.0,20.04875,44.83291666625001,21.79882008,94.99666666499999,60
0,749.2333333,34.8000000012,40.0,0.0,20.04333333375,44.81166666625,24.8934026,96.133333335,50
0,749.2166667,35.399999998800006,37.0,0.0,20.035,44.775,34.59638361,96.765,50
0,749.2,36.0,34.0,0.0,20.034999999999997,44.78499999875,38.01566409,97.328333335,50
0,749.2333333,36.0,38.66666667,0.0333,20.027499999999996,44.82385416625,7.770061132,97.245,50
0,749.2666667,36.0,43.33333333,0.0667,20.0154166675,44.83416666625,42.47285465,97.12833333500001,50
0,749.3,36.0,48.0,0.1,19.998749999999998,44.849999999999994,47.34089095,97.045,50
0,749.3333333,36.0,52.66666667,0.133,19.987499999999997,44.877916666249995,29.42095952,96.931666665,60
0,749.3666667,36.0,57.33333333,0.167,19.96541666625,44.88499999875,25.11254076,96.848333335,50
0,749.4,36.0,62.0,0.2,19.952916666249997,44.89583333375,9.488995885,96.795,50
0,749.5166667,36.600000012,55.5,0.2,19.93625,44.90125,0.091842911,96.22833333,50
0,749.6333333,37.199999988,49.0,0.2,19.92375,44.898333333749996,43.87890311,95.67833333499999,50
0,749.75,37.800000000000004,42.5,0.2,19.90208333375,44.91374999999999,6.705566891,95.06166666499999,40
0,749.8666667,38.400000012,36.0,0.2,19.88375,44.926249999999996,1.137061208,94.511666665,50
0,749.9833333,38.999999988,29.5,0.2,19.86916666625,44.9175,46.9568353,93.983333335,40
0,750.1,39.6,23.0,0.2,19.85666666625,44.9416666675,14.64743614,93.345,30
0,750.2166667,38.999999988,23.33333333,0.167,19.85166666625,44.9633333325,8.216328721,92.595,40
0,750.3333333,38.400000012,23.66666667,0.133,19.827499999999997,44.959062499999995,19.95512779,91.881666665,30
0,750.45,37.800000000000004,24.0,0.1,19.8075,44.93291666625,22.9787706,91.16499999999999,60
0,750.5666667,37.199999988,24.33333333,0.0667,19.798750000000002,44.91916666625,21.70154243,90.45,50
0,750.6833333,36.600000012,24.66666667,0.0333,19.768749999999997,44.9291666675,25.85049132,89.763333335,50
0,750.8,36.0,25.0,0.0,19.746250001249997,44.93,42.31228763,89.031666665,40
0,750.8833333,36.0,27.5,-0.15,19.737083333749997,44.925000000000004,2.75821432,88.511666665,50
0,750.9666667,36.0,30.0,-0.3,19.70374999875,44.90125000125,27.70885306,88.01666667,60
0,751.05,36.0,32.5,-0.45,19.691666666249997,44.885,34.41376188,87.53,50
0,751.1333333,36.0,35.0,-0.6,19.676666666249996,44.86041666625,32.90287768,87.046666665,50
0,751.2166667,36.0,37.5,-0.75,19.659999999999997,44.844166666250004,33.16713626,86.53333333500001,50
0,751.3,36.0,40.0,-0.9,19.64229166625,44.791875000000005,23.61171013,86.0,50
0,751.3833333,36.0,40.0,-0.983,19.62166666625,44.77458333375,48.47640831,85.766666665,40
0,751.4666667,36.0,40.0,-1.07,19.605416666249997,44.77166666625,20.10985314,85.5,50
0,751.55,36.0,40.0,-1.15,19.567500000000003,44.72500000125,42.47760519,85.17375,50
0,751.6333333,36.0,40.0,-1.23,19.567500000000003,44.71458333375,37.83224537,84.595,50
0,751.7166667,36.0,40.0,-1.32,19.543750000000003,44.748333332499996,26.63006097,83.91666667,60
0,751.8,36.0,40.0,-1.4,19.53125,44.7329166675,43.70748304,83.213333335,50
0,751.8833333,35.399999998800006,40.0,-1.27,19.520000000000003,44.73708333375001,23.35575578,83.265,40
0,751.9666667,34.8000000012,40.0,-1.13,19.51833333375,44.7475,0.406422769,83.62833333,50
0,752.05,34.2,40.0,-1.0,19.505833333749997,44.74583333375,36.38835023,83.581666665,50
0,752.1333333,33.5999999988,40.0,-0.867,19.458750000000002,44.73958333375,35.82947394,83.67833333499999,50
0,752.2166667,33.0000000012,40.0,-0.733,19.44625,44.73708333375,9.371318552,83.94833333,30
10,752.3,32.4,40.0,-0.6,19.43416666625,44.798020833749995,32.30336384,84.281666665,70
10,752.3833333,31.799999998800004,40.0,-0.55,19.435000000000002,44.9245833325,27.09896399,84.08333333,50
10,752.4666667,31.2000000012,40.0,-0.5,19.418333333750002,44.95874999875,16.76603799,83.34666666999999,50
10,752.55,30.6,40.0,-0.45,19.392916666250002,44.9591666675,31.89543616,82.733333335,50
0,752.6333333,29.999999998800003,40.0,-0.4,19.384166666250003,44.91374999875,41.46005319,82.93333333000001,50
10,752.7166667,29.4000000012,40.0,-0.35,19.336666666250004,44.62541666625,35.44875992,82.55,40
10,752.8,28.8,40.0,-0.3,19.18458333375,43.23666666625,17.42751754,82.113333335,50
10,752.8666667,29.999999998800003,40.0,-0.25,18.93291666625,42.28041666625,6.416393747,82.66666666500001,50
10,752.9333333,31.2000000012,40.0,-0.2,18.78125000125,42.1658333325,19.40392444,82.828333335,150
10,753.45,34.2,40.0,0.15,19.143333334999998,41.679166667500006,1.468858274,83.0,40
0,753.5333333,33.5999999988,40.0,0.2,19.15958333375,41.6470833325,16.82226789,82.98,50
10,753.6166667,33.0000000012,40.0,0.25,19.140833333749995,41.6145833325,13.88290434,83.01666667,70
10,753.7,32.4,40.0,0.3,19.149166666249997,41.61125,5.859877507,82.53,60
10,753.8,31.799999998800004,38.16666667,0.433,19.14916666625,41.6345833325,2.16091295,82.16666666500001,90
10,753.9,31.2000000012,36.33333333,0.567,19.152916664999996,41.59666666625,18.51548929,81.37833333500001,60
20,754.0,30.6,34.5,0.7,19.13541666625,41.5591666675,16.84391544,80.981666665,60
0,754.1,29.999999998800003,32.66666667,0.833,19.1553858025,41.601651235,8.682627673,81.21666666499999,100
10,754.3666667,29.4000000012,27.66666667,1.22,19.166543209999997,41.53368827125001,47.78378843,80.995,130
0,754.4333333,29.999999998800003,26.33333333,1.33,19.1769290125,41.542006173749996,32.66747216,81.328333335,60
10,754.5,30.6,25.0,1.45,19.17273148125,41.5565740725,16.43718584,81.55,60
10,754.5666667,31.2000000012,23.66666667,1.57,19.1639506175,41.51905864125,9.857335675,82.58333333499999,50
10,754.6333333,31.799999998800004,22.33333333,1.68,19.13933642,41.4352932125,5.767116242,82.85,60
10,754.7,32.4,21.0,1.8,19.1197222225,41.387910353749994,49.79827394,82.94666666500001,60
10,754.8,31.2000000012,34.33333333,1.83,19.15785493875,41.3990663575,28.09940464,81.795,80
0,754.85,30.6,41.0,1.85,19.182407407499998,41.500300926250006,36.63590088,81.261666665,80
0,755.0,28.8,55.66666667,1.93,19.24476659,41.38047211375,45.31576306,80.41666666500001,170
0,755.0,28.8,39.66666667,2.03,19.291983025,41.64199845625,4.702294443,79.051666665,70
0,755.0,28.8,34.33333333,2.07,19.343827161249997,41.73239101125,2.482679195,78.965,80
10,755.0,28.8,29.0,2.1,19.42254629625,41.5114120375,41.05811591,78.478333335,60
0,755.05,28.8,30.83333333,2.08,19.474598765,41.34618827125,41.46621522,78.28166666999999,70
0,755.1,28.8,32.66666667,2.07,19.506234567500005,41.243603394999994,32.73664379,77.76333333,60
0,755.15,28.8,34.5,2.05,19.522175925000003,41.17824074125,6.641390652,77.263333335,70
0,755.2,28.8,36.33333333,2.03,19.5627006175,41.050725307499995,17.09049506,76.71666667,60
0,755.25,28.8,38.16666667,2.02,19.567391975,40.89376543125,36.56857895,76.11333333,60
0,755.3,28.8,40.0,2.0,19.5908333325,40.693125001249996,45.3645708,75.97999999999999,60
0,755.45,28.1999999988,36.83333333,1.85,19.62274691375,40.513734567499995,34.80984997,77.146666665,60
0,755.6,27.6000000012,33.66666667,1.7,19.64868827125,40.39010802375,12.07896111,79.633333335,60
10,755.75,27.0,30.5,1.55,19.71150462875,40.296203703749995,32.20536143,82.133333335,50
0,755.9,26.3999999988,27.33333333,1.4,19.75154321,40.22243827125,14.03751068,85.211666665,50
0,756.05,25.8000000012,24.16666667,1.25,19.7963734575,40.1675617275,47.88182604,86.348333335,60
0,756.2,25.2,21.0,1.1,19.83175925875,40.12192129625001,7.919797837,88.411666665,50
0,756.2666667,25.2,27.66666667,1.13,19.860895061249998,40.07419753125,20.91694959,88.245,50
0,756.3333333,25.2,34.33333333,1.17,19.873225307500004,40.01904321,12.60048987,87.73333333,70
0,756.4,25.2,41.0,1.2,19.892361110000003,39.993472222499996,4.719513387,88.52125000000001,50
0,756.4666667,25.2,47.66666667,1.23,19.9071913575,39.967137346250006,41.38588848,93.565,60
0,756.5333333,25.2,54.33333333,1.27,19.92035493875,39.92472608,26.26527519,94.566666665,60
0,756.6,25.2,61.0,1.3,19.915532407500002,40.071689815,33.38738137,94.77250000000001,90
10,756.7166667,24.0000000012,54.66666667,1.4,19.969737653750002,40.1236188275,20.41388799,94.78,100
0,756.8333333,22.7999999988,48.33333333,1.5,20.006373456250003,40.09679783875001,42.12949517,94.733333335,90
10,756.95,21.6,42.0,1.6,20.030439815,40.060418320000004,36.8652734,94.53,100
0,757.0666667,20.400000001200002,35.66666667,1.7,20.042250563750002,40.04308642000001,17.41122005,94.41666666500001,110
10,757.1833333,19.1999999988,29.33333333,1.8,20.0690586425,40.05255015375,47.44690887,94.3,100
0,757.3,18.0,23.0,1.9,20.081944445,40.055888888750005,32.3339595,94.146666665,80
10,757.4166667,19.1999999988,29.66666667,1.83,20.07024691375,40.06810262375,1.763888344,94.095,110
10,758.1333333,24.0000000012,63.16666667,1.6,20.1208950625,42.36169753125,35.43700256,94.28333333500001,100
20,758.2666667,22.7999999988,63.33333333,1.7,20.15586419875,42.4725154325,27.67378518,94.53791666500001,110
20,758.4,21.6,63.5,1.8,20.15541666625,42.3233333325,12.14783045,94.81166666499999,140
20,758.8833333,17.3999999988,64.0,2.03,20.35541666625,45.18,32.42754737,95.845,160
30,758.9666667,16.8000000012,64.0,1.97,20.344583333750002,44.07208333249999,23.99178972,95.845,160
20,759.2166667,15.000000001200002,64.0,1.77,20.56104166625,42.376875000000005,22.52427186,95.71666666499999,130
20,759.3,14.4,64.0,1.7,20.622083333750002,42.04541666625,40.71258752,95.578333335,150
20,759.4166667,14.4,57.16666667,1.68,20.631249999999998,41.833333335,46.43886129,95.431666665,140
20,759.5333333,14.4,50.33333333,1.67,20.643749999999997,41.63916666625,7.374052261,95.41166667,130
20,759.65,14.4,43.5,1.65,20.665833333749998,41.55708333375001,37.49108325,95.328333335,130
0,760.3,12.6,31.5,1.8,20.8172916675,45.68958333250001,5.332415982,95.0,150
